video_id,translation,num_frames,error,frame_extraction_time,spatial_feature_time,motion_feature_time,inference_time,total_time,translation_en
2Wsw0KI-yQg-00:00:06.125-00:00:09.454,sychichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichi,80.0,,0.017,4.317,8.169,4.19,16.871,"In the case of goods which are not subject to the requirements of this Regulation, the competent authority of the Member State in which the goods are to be exported shall, in accordance with the procedure laid down in this Regulation, inform the competent authority of the competent authority of the competent authority of the Member State in which the goods are transported."
0ozA6CspdcQ-00:04:12.159-00:04:16.480,aufgrund des hohen wasserdrucks es drängt es auf jeden fall in den nächsten tagen noch weiter.,130.0,,0.027,7.224,13.845,2.466,23.739,due to the high water pressure it pushes in any case in the next days even further.
EJOkupsVoqc-00:01:15.575-00:01:29.131,es bläst ein ungewöhnlich syllaben rücken der ostsee bis ostsee und dreißig ostseeküste wobei die ostseeküste bis ostseeküste blickt,407.0,,0.069,22.682,43.637,4.209,70.809,it blows an unusually syllabic ridge of the eastern lake to the eastern lake and thirty eastern coast with the eastern sea coast looking to the eastern coast
5V9VcrKqap0-00:03:19.417-00:03:25.667,es bläst ein grünen lichten aus diesen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen,188.0,,0.034,10.278,19.756,4.177,34.422,it blows a green light out of these high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high high
eLmY7Wgy92A-00:03:56.134-00:04:04.242,e widen widen widen widen widen widen widen widen widen widen widen widen widen widen widen widen widen widen widen widen ,243.0,,0.044,13.364,26.114,4.186,43.92,wide wide wide wide wide wide wide wide wide wide wide wide wide wide wide wide wide wide wide wide wide wide wide wide wide wide wide wide wide wide wide wide wide wide wide wide
Be7Kg0uuaBo-00:03:55.819-00:04:06.539,während dieses laufprogramm der europäischen institut für osteuropa bestimmt eicopien eu de drüben.,322.0,,0.055,17.799,35.18,3.786,56.996,during this running program of the European Institute for Eastern Europe determined ecopia eu de over.
jEMv5qYrQQU-00:00:56.155-00:01:02.762,e e strömt von osten ungemütliche luft zu uns das wechselhafte wetter hat heute mit stürmischen böen in den nächsten tagen.,199.0,,0.036,11.437,21.333,4.194,37.212,e e flows from the east uncomfortable air to us the changing weather has today with stormy gusts in the next days.
3Vg-kKfUHzI-00:07:20.319-00:07:29.579,es gibt diesen starken ostwind im südwesten südostwind im östlichen osten zwischen ostsee und südostwind. dieser ostwind bläst von osteuropa bis nach südost,278.0,,0.05,14.757,29.375,4.353,48.713,there is this strong east wind in the south west south east wind in the east east between east lake and south east wind. this east wind blows from east Europe to south east
FSTcHQ4yBbw-00:07:00.040-00:07:02.160,es gibt ein paar freundliche luft vereinzelt an den küsten beim elta und diesen freundlichen luft.,51.0,,0.014,2.971,4.447,2.643,10.248,there are a few friendly air isolated on the coasts of Elta and this friendly air.
DGinIoH2fiE-00:05:28.959-00:05:49.259,observable von observable observables are observable in observable observables observable in observable observables observable in observable observables observables observable in observable observables observable,609.0,,0.102,33.354,67.862,4.217,105.747,observable by observable observables are observable in observable observables observables observable in observable observables observables observables observables observables observable
B7ovyGxt_xk-00:04:39.423-00:04:41.379,der wind weht schwach bis mäßig.,47.0,,0.014,2.438,3.83,1.03,7.481,the wind blows gently to moderately.
6fjvNHU3utk-00:00:15.212-00:00:19.951,es gibt eine ganze serie von rumänischen tiefdruckeinfluss die entangle sich mit lokalen stromen och holen sie hier die punkte die sehen hier die lichtblicke die winkels die sehen hier die lichtblicke die winkels,285.0,,0.048,15.85,32.23,4.212,52.551,there is a whole series of Romanian low pressure influences that entangle yourself with local currents or bring you here the points that see here the views of the angles that see here the views of the angles
BVrZ2mPsdS0-00:02:54.790-00:02:59.457,es bläst ein ströming wind mit starken bis stürmischen böen aus ost bis südost.,113.0,,0.023,6.583,12.349,2.492,21.626,it blows a streaming wind with strong to stormy gusts from east to south-east.
1nJ_iACyuR8-00:05:24.800-00:05:32.720,es gibt so viele verschiedene temperaturvariation so ranging from minus minus minus minus minus minus minus minus minus minus minus minus minus minus minus minus minus minus minus minus minus minus minus minus,238.0,,0.042,13.735,26.597,4.19,44.739,there are so many different temperature variations so ran from minus minus minus minus minus minus minus minus minus minus minus minus minus minus
3zBcV4VQ2lg-00:02:27.639-00:02:35.319,es gibt a lot of nebelfelder bei lne ostsee ostseeküste ostseeküste ostseeküste ostseeküste ostseeküste ostseeküste ostseek,231.0,,0.042,12.785,25.404,4.195,42.637,there is a lot of nebelfelder near lne east sea east sea coast east sea coast east sea coast east sea coast east sea coast east sea coast east sea coast east sea coast east sea coast
edY8MnMxLvQ-00:12:23.809-00:12:32.317,es gibt so viele verschiedene luftmassen verschiedene luftmassen verschiedene richtungen richtung südosteuropa hängen grundsätzlich den einfluss auf den östlichen landesteilen.,255.0,,0.044,14.222,28.065,4.154,46.654,there are so many different air masses different air masses different directions south-east Europe hang basically the influence on the eastern parts of the country.
FSTcHQ4yBbw-00:02:23.120-00:02:24.617,"eagle, sylt, sylt, sylt, sylt, sylt, sylt, sylt, sylt, sylt, syl",36.0,,0.014,2.034,2.944,4.295,9.452,"eagle, sylt, sylt, sylt, sylt, sylt, sylt, sylt, sylt, sylt, sylt, sylt"
zj71SOX9oCo-00:24:01.665-00:24:03.583,ihnen noch einen schönen abend und machen sie es lernt.,47.0,,0.013,2.69,3.781,1.379,8.033,They will have a good evening and they will learn.
hDwx7q8PybM-00:06:31.223-00:06:50.492,qué qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu,462.0,,0.074,23.962,51.172,4.201,79.62,qué qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu qu
AcOCIO6Yvho-00:10:38.428-00:10:47.312,a tiefer luftdruck über osteuropa sorgt for turbulben turbulben luftdruck. strömt mit lokalen strom turbulben turbulben richtung weost.,214.0,,0.052,11.719,23.759,4.167,39.902,a low air pressure over eastern Europe ensures turbulent turbulent air pressure. flows with local current turbulent turbulbous direction east.
iFAIfRLaB64-00:03:04.039-00:03:09.199,programmed programming de kunstprogrammed programmed programmed programmed programmed programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable,124.0,,0.037,7.132,12.914,4.244,24.516,programd programming de kunstprogrammed programd programd programd programd programd programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable
3Vg-kKfUHzI-00:03:35.740-00:03:45.500,es abhängig von ligand dänemark förmlich der ostseeküste dänemark förmlich von ostseeküste dänemark ostseeküste förmlich der osts,293.0,,0.051,16.697,32.962,4.181,54.069,it formally depends on ligand Denmark of the eastern coast of Denmark of the eastern coast of Denmark of the eastern coast of the
e0bxKJXsUyw-00:11:16.299-00:11:28.480,etliches hochdruckgebiete über europa strecken sich vor allem in den östlichen landesteilen während die luftdruckunterschiede über england drängen.,366.0,,0.062,21.934,41.104,3.519,66.83,"many high-pressure areas across Europe are mainly located in the eastern parts of the country, while the air pressure differences are pushing over narrow land."
0AQHLPt8NDk-00:05:09.141-00:05:14.079,kühle luft flütt von osteuropa bis nach südosteuropa.,148.0,,0.029,8.177,17.042,3.468,28.896,cool air flows from eastern Europe to south-east Europe.
zj71SOX9oCo-00:03:17.207-00:03:26.790,es gibt eine kleine wetterlage que es gibt hier über europa zwischen ostsee und südosteuropa es dreht sich zwischen ostseeküste und ostseeküste dreht es hier über europa.,230.0,,0.04,13.333,24.614,4.227,42.419,there is a small weather situation that there is here about Europe between East Sea and South East Europe it turns between East Sea Coast and East Sea Coast it turns here about Europe.
4zsgy6DmJfA-00:08:03.519-00:08:16.079,"eaax, eaax, eaaax, eaax, eaax, eaax, eaax, eaax, eaax, eaax, e",377.0,,0.067,20.575,42.527,4.241,67.595,"eaax, eaax, eaaax, eaax, eaax, eaax, eaax, eaax, eaax, eaax, eaax, eaax"
0JWnUGQrtIs-00:06:58.500-00:06:59.800,es gibt ein paar freundliche vereinzelt vereinzelt sprächtige vereinzelt sprächtige vereinzelt sprächtige vereinzelt sprächtige vereinzelt sprächtige,39.0,,0.011,2.093,2.66,4.34,9.279,there are a few friendly isolated isolated small small small small small small small small small small small small small small small small small small small small small small small small small small small small small small small small small small small
C-lM9br1t-c-00:00:08.919-00:00:10.900,e e flint fast. e strömt mit sand. e strömt zu sand. e strömt zu sand. e strömt zu sand.,60.0,,0.015,3.388,5.284,4.352,13.218,e e flint fast. e flows with sand. e flows to sand. e flows to sand. e flows to sand.
hDwx7q8PybM-00:02:22.057-00:02:56.008,based on observable observables of observable observables de observables de observables de observables de observables de observables de observables observable den observables observables observable,815.0,,0.136,44.449,92.269,4.219,141.286,based on observable observables of observables observables de observables de observables de observables de observables observables observables observables observables observables
Exjh4uwEBhM-00:04:15.400-00:04:18.480,in stylen linie                           ,93.0,,0.022,5.385,13.606,4.205,23.397,in style line
